entry	HITS	KUDOS	TAGS	ID_NUMBER	TEXT	TITLE	WORDCOUNT	MAINTAG	SUMMARY	COMMENTS	DATE	BOOKMARKS
13	89	4	No Archive Warnings Apply,Gen,Steven Universe (Cartoon),Yellow Diamond (Steven Universe),	17674496	No one expects Yellow to be  soft . She's a Diamond, after all Yet, Yellow is particularly... prickly. She's in charge of their armies and the defense of their empire. She has no use for small talk or wasted time. Only with her fellow Diamonds did she bend even a little. These days, that meant she only had Blue. Pink was... gone and White might as well be, with the way she stayed in her head. Even all these millennia later, Blue still found pretexts to shirk her duties so she could go and mourn Pink. This time, Yellow found Blue at Pink's Zoo. In her efforts to talk Blue into getting rid of the last vestiges of Pink, Yellow's own grief and guilt overcame her for a moment. If not for their Pearls, Yellow might have let herself give in to those feelings. Instead, she pushed them away, like she always did. 	Feelings	152	General Audiences	Sharp is one way to describe Yellow Diamond. 	0	2019-02-05	0
14	22	1	Major Character Death,F/M,Buffy the Vampire Slayer (TV),Rupert Giles/Buffy Summers,Buffy Summers,Rupert Giles,Forbidden Love,Possibly Unrequited Love,Secret Crush,Older Man/Younger Woman,Drabble,	17674331	He said he'd help her. Giles had looked her in the eye and swore that he would do what he could, but, when Buffy felt herself slipping away, as she'd floated above herself, looking down at her lifeless form, so small and fragile, she didn't see Giles anywhere. He was her Watcher, her protector, he was meant to be by her side, but, in her final moments, he had been locked away in some dusty library with some dusty books and she had died alone, without his warm, tender embrace. She hadn't even got the chance to kiss him goodbye. 	Near Death Experience	100	General Audiences	He said he'd help her. 	1	2019-02-06	0
15	54	3	Creator Chose Not To Use Archive Warnings,M/M,Newsies - All Media Types,Spot Conlon/Racetrack Higgins,Racetrack Higgins &amp; Jack Kelly,Racetrack Higgins,Jack Kelly,Spot Conlon (Mentioned),	17674262	Jack had set his mind to his task, taking a deep breath and bracing himself for the argument that was sure to come as he opened the door to Racer's room.  'Hey,' he greeted, getting his foster brother's attention.  'Knock much?' Race replied, not looking up from his history textbook.  When Jack didn't leave, he sighed and closed the book, 'What's on your mind?'  'What are you doing with Spot Conlon?' Jack spit out.  'Why do you care?' Race raised an eyebrow, keeping his relaxed position.  'He's at the top of my crumb list!' Jack exploded, 'In fact, he's at the bottom of my crumb list, too.  And he's every crumb in between!'  'Just because you don't like him, doesn't mean I can't spend time with him.' Race shot back, glaring at the older boy, 'You don't control me.'  'Tony, he's not a good guy.' Jack pleaded.  'Maybe that's my decision to make.' Race shot back, re-opening his textbook, he said, 'You can go now.'  Jack opened his mouth to argue but thought better of it, closing the door behind him and heading back to his own room. 	Crumb List	188	General Audiences	Spot and Racer start flirting and Jack is not pleased. 	0	2019-02-05	0
16	26	2	Major Character Death,F/M,Undertale (Video Game),Frisk/Sans (Undertale),Sans (Undertale),Frisk (Undertale),Alternate Universe - Flowerfell (Undertale),overgrowth,i suck at tags sorry,Ship shit,sad stuff,pure angst,I wrote this instead of doing my homework,Frisk Is Dead,im sorry,	17674163	How he would give anything to be with his angel again, to see their beautiful, smiling face again. But that was impossible, wasn't it?      They were dead. They died in his arms.     Golden flowers. Frisk's grave. Sans visited this place every day. He cried, poured out all his heartache to the flowers. Sans suspected he was going insane.     ...come back...     Sans stared at the glistening flowers that hid his sweetheart 's lovely face from him. He couldn't help but blame them. The flowers. They took everything away from him.     …     'knock… knock.' His baritone voice creaked from disuse. As if they would answer. Buttercups swirled around him.  At the back of his mind, a high, childish voice echoed,  Whos there?  Laughter.     He missed them so much. His angel, his queen. His sweetheart.     'flower.' Maybe his mind really was gone forever.     ...     Flower, who?     'flower you today?' Sans paused, his sobs coming in short gasps.     '… sweetheart…?'     And Frisk laughed.     ...please…    And Sans knew, whatever happened, his wish would always be the same.     ...come back...     He would trade all his tomorrows for one more yesterday.     ...please... 	Sanity	182	General Audiences	Frisk is dead.  The ending of Overgrowth broke my soul. Now it can break yours! 	0	2019-02-05	0
17	6	0	Creator Chose Not To Use Archive Warnings,Lost &amp; Found Music Studios (TV),Luke,Rachel,Maggie,John,Theo,James,Theo has a little crush,	17674151	Luke sat there with an expectant look as his bandmates blinked back at him.  'Home videos don't sound like an awful idea.' Maggie tried to be helpful.  Everyone groaned as Luke lit up, 'Any monkey can shoot a home movie.  I pride myself on shooting home films.'  The other band members shot pleading looks to Rachel, who sighed as she set her pencil down.  Sitting down next to Luke, she patted his hand, 'Yeah, but honey, you always just take things a little too far.'  'No, I don't.' Luke laughed.  'Okay,' Rachel nodded, 'Your nephew's first birthday.'  'That's not fair.' Luke frowned as Theo and John tried to hold in their laughter.  'You brought a wind machine.' Rachel fix him with a look.  'To be fair, my vision was-' Luke tried to defend his decision.  'Honey,' Rachel tucked her hair behind her ear and took his hand, 'You brought a wind machine.'  'Who puts wheels on a crib?!' Luke exclaimed, his eyes wide and Rachel got up and went back to her homework, Theo watching her walk away.  'So,' John pressed forward, 'who has another idea?' 	Home Films	186	General Audiences	Luke has a vision and the guys need Rachel to burst his bubble. 	0	2019-02-05	0
18	2	0	No Archive Warnings Apply,F/M,Phantom Thread (2017),Alma Elson/Reynolds Woodcock,Alma Elson,Drabble,Superstition,Curses,During Canon,Community: 14valentines,Dysfunctional Relationships,Female Protagonist,	17674070	She touches the dress.  He will never ask her – Alma doesn't need to hear it. The dress needs to be finished. Cyril sat up all night to help him finish his first. Cyril, who since never married.   She  made sure Reynolds will be staying abed tonight. The girls need every pair of hands they can get. He is asleep. Her hands are needed.  He will never want to marry. Alma will keep him nonetheless. Her own hands ensured it. Her own hands – hands that are now helping Pippa's girls. She doesn't believe in the superstition anyway.   She touches the dress.     . 	Temerity	100	General Audiences	She who lays hand on the dress will remain unwed forevermore. 	0	2019-02-05	0
19	45	6	Creator Chose Not To Use Archive Warnings,M/M,Newsies - All Media Types,Spot Conlon/Racetrack Higgins,Racetrack Higgins,David Jacobs,Katherine Plumber Pulitzer,Mush Meyers,Albert DaSilva (Newsies),Spot Conlon (Mentioned),	17673992	Racer plopped down in his usual seat in first hour American Lit, looking like he just rolled out of bed.  'You okay, Racer?' David asked, raising an eyebrow at the usually talkative Italian boy.  'We had no caffeine in in the house this morning.  Not even soda.  How am I supposed to be awake with it?!' Race replied before trailing off and mumbling in Italian.  'Surely it's not THAT important.' Katherine replied, still getting used to the group of boys she had befriended.  'I love it more than anything.' Racer replied, his voice flat and face more serious than Katherine had ever seen it.  'What about Spot?' Mush laughed.  'I love espresso, coffee, caffeinated teas, and Spot.  In that order.' Race replied.  Seeing the looks of disbelief on friend's faces, he added, 'He know!'  'Got your text.' Albert slid into his desk next to Racer, setting the large coffee in front of the other boy.  'This is why you're my favorite.' Race grinned at the redhead. 	Caffeine	166	General Audiences	Race loves caffeine more than anything. 	1	2019-02-05	0
20	5	1	Creator Chose Not To Use Archive Warnings,No Archive Warnings Apply,F/F,Gen,Original Work,Original Female Character/Original Female Character,Original Female Character &amp; Original Female Character,Hannah-Faith Yates/Voyage,Nadine Rielle,Kim Moon-Young/Visage,Original Female Character(s),Cookies,Femslash February,Femslash February 2019,Fluff and Humor,Three&#39;s A Crowd - Freeform,A Sexy Crowd,Drabble,Fluffy February 2019,	17677655	Craig's Cookies, Hannah's new favourite dessert place. Spending time with Nadine, the two enjoyed chocolate chip cookies infused with treats like Rice Krispies squares, decadent Mars bars, and baklava.  Hannah took some milk from Nadine's lips and dipped it into her mouth. 'Open wide.'  Nadine complied with a wink.  They spent some alone time together…until Moon emerged. The doors swung open as she stepped forth, her hair swaying like wind chimes. She turned to Nadine, her gaze like a knife through skin…  Nadine gulped.  Gods, she is beautiful .  'Room for one more?' Moon grinned. The two shifted seats. 'Good.' 	Café Au Lait	100	Teen And Up Audiences	Hannah and Nadine enjoy some decadent cookies at a quaint dessert restaurant...  Until their friend Moon makes three a crowd. 	0	2019-02-06	0
21	67	1	No Archive Warnings Apply,Gen,Steven Universe (Cartoon),Peridot (Steven Universe),Steven Universe,Connie Maheswaran,Humor,Swearing,Crack,	17677364	"""Steven! I built a robot to help teach all the new gems about humanity and help them integrate!"" Peridot said proudly. ""That's so cool! Can I see?"" ""Sure! Say hello!"" ""Hello."" The figure was green metal, but otherwise distinct and recognizable. ""I am G3P0, human-gem relations. I am programmed in modern etiquette and cultu-"" ""Wait wait wait!"" Connie interrupted, looking grim. ""Peridot... What have you done?"" A black helicopter emerged over the horizon. ""I... Based it off one of those movies Steven showed me. Why?"" It drew closer. A suited man parachuted from it, the open parachute revealing a corporate logo. ""Peridot... You FUCKED WITH THE MOUSE. WHY DID YOU FUCK WITH THE MOUSE?!"" And that's how Peridot got sued by Disney. "	Peridot's Big Mistake	122	Teen And Up Audiences	Peridot builds a new robot. 	0	2019-02-06	0
22	5	0	Graphic Depictions Of Violence,Dangan Ronpa 3: The End of 希望ヶ峰学園 | The End of Kibougamine Gakuen | End of Hope&#39;s Peak High School,Kamisama | Atua/Yonaga Angie,Kamisama | Atua (Dangan Ronpa),Yonaga Angie,Chabashira Tenko,Kiibo,Iruma Miu,Oma Kokichi,Saihara Shuichi,Momota Kaito,Monokuma (Dangan Ronpa),Akamatsu Kaede,Amami Rantaro,Other Character Tags to Be Added,Why Did I Write This?,this is a joke,	17676767	Angie walked up to countr to biy Atua figurine. She saw on the wy there Tenko doing her martial artst thing. Angue walked up tp her frirnd and talked tp her. 	Danganronpa bad fanfic i guess	177	Teen And Up Audiences	Stupid adventures with Angie     I do mistakes by purpose  Parts will be short (100-600 words) because its a fun thing I do I can't waste time for this unless people really like it. 	0	2019-02-06	0
23	141	32	No Archive Warnings Apply,Twenty One Pilots,Josh Dun/Tyler Joseph,Josh Dun,Tyler Joseph,Autism,Fluff,	17676104	"""hurts."" tyler mumbles.  josh's voice crackles over the phone connection. ""what hurts, baby?""  ""everything."" tyler takes a moment to categorize everything he's feeling. ""stomach hurts. head feels... like a lot.""  ""sensory overload?""  ""mhm."" tyler pulls his weighted blanket higher up around his shoulders and presses the phone to his ear. ""today was just... bad for that. everything felt like so much. too much.""  ""what else hurts?""  "" everything ."" it really does feel like tyler's entire body is rebelling against him. specifying what feels bad and what hurts would just bring too much attention to those areas.  ""that's okay."" josh's voice is safe, comforting. ""that's okay, baby. you don't have to talk if it's hard. is there anything you can do that might help at least something that's distressing you right now?""  ""mmm."" tyler thinks. the answer comes easy. ""shower.""  ""can you go do that now?""  again, the answer comes easy. ""mhm."" tyler likes taking showers. they're warm. ""love you, josh.""  ""love you too.""  ""do you want to call me back after?""  ""yes."" tyler shifts the blanket off of himself and sits out. ""i love you.""  ""i love you."" "	how to put back	187	Teen And Up Audiences	"josh's voice crackles over the phone connection. ""what hurts, baby?""  ""everything."" "	3	2019-02-06	0
24	157	11	Creator Chose Not To Use Archive Warnings,Gen,Harry Potter - J. K. Rowling,Harry Potter/Albus Dumbledore,Harry Potter,Albus Dumbledore,Alternate Universe - Canon Divergence,Dumbledore Bashing,	17675045	Albus Dumbledore had sent his protege out to be the sacrifice; he hadn't expected Harry to return as an avenging angel. In Death, the child fairly blazed with power - never mind that he, shiftless student that he had been in life, had never done anything to deserve it.  The pitiless green of Harry's eyes looked back at him. 'And whose fault was that, Professor? You had a hand in it, too.'  Albus fought down a sob, as three more figures stepped out of the fog towards him.  'The only ones you ever feared.' Harry's voice! Like glass edged with gilt.   'But you know what they say about glass houses,' said Harry, and this time his voice was a hailstorm.  Albus covered his ears and very nearly wailed aloud.   'Even after all this time, you can't face your family?' whispered Harry, in the barest caress. Then with that touch of kindness, he turned and boarded the train, whose doors closed silently behind him.  Albus, at last, looked up to meet his fate. 	The Next Great Adventure	171	Teen And Up Audiences	Judge not, lest ye be judged. Dumbledore and Harry, at Kings Cross. 	0	2019-02-06	0
25	4	0	Creator Chose Not To Use Archive Warnings,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo&#39;s Bizarre Adventure,Joseph Joestar,Beatrice Mario,Wamuu | Wham,Caesar Anthonio Zeppeli,Wamuu is back bitches,Caesar Anthonio Zeppeli Lives,Caesar wants Beatrice to know but Joseph is a crybaby,	17674457	"Last Time:  Then the older man ask, ""What happened?"" Beatrice replied, ""Uhhhm, Wamuu is b-"" but Caesar realized it, ""WAMUU IS BACK!!!!""  ""Oh no..."" Caesar had spoke     ""What by you mean Oh No?"" Beatrice ask then Caesar froze, he then took a couple deep breaths and explain, ""Wamuu is one of the Pillar Men, a being who can survive hunger or thirst. I think your worry about me dying again force in this situation to happen since metal can conduct electricity, I think you accidently revive Wamuu."" Then Beatrice panic once again, ""HOLY SHIT!!!!!!!! JOSEPH IS NOW FUCKED UP!!!!!!! WAMUU IS NOW COMING FOR HIM NOW!!!!!!!!!!!!!!!!!!!!!!!!"" Caesar froze, ""Oh crap. Hurry up!""   Joseph "	Salvaged	113	Teen And Up Audiences	Sequel to Judgement.  Wamuu track down Joseph, things had change. But Beatrice and Caesar was able to save his ass in time. 	0	2019-02-05	0
26	14	0	Creator Chose Not To Use Archive Warnings,No Archive Warnings Apply,Gen,Supernatural,Sam Winchester,100 Fandoms Challenge,Drabble,	17671703	A world so familiar yet so different. Things were gone so wrong, and life had almost reached its end because of the neverending war between angels, demons and humans. Not a place for hope and love, a place without future. But some people were still fighting, people like Bobby and Charly.  Sam smiled, lost in thought. On his own world, they both had given their lives in the fight against the evil. Now they were back in the alternate universe, alive and strong and good as ever. And he would do all that he wouldn't have to lose them again. 	A world, familiar yet so new	100	Teen And Up Audiences	Sam realized that sometimes you get a second chance 	0	2019-02-05	0
27	24	0	Creator Chose Not To Use Archive Warnings,Gen,The Walking Dead (TV),Daryl Dixon,Drabble,100 Fandoms Challenge,	17671697	Daryl felt a gentle hand touching his face and forced his eyes open. „You're not real,' he whispered when he recognized the blurred figure.  „Don't worry about that.' Beth smiled. „Rest now. I will watch over your sleep.'  Not able to protest any longer, he just gave in.  :::  He groaned when the pain shot through his body. „Beth,' he croaked.  „Oh, you are back.'  Not Beth. No! He slowly started to remember, she was... „She is dead!'  „Yeah. She died about a week ago.' Carol stepped closer, grabbing for his hand. „And we were afraid that you would follow her.' 	Ghost	100	Teen And Up Audiences	Daryl has to go through some rough times 	0	2019-02-05	0
28	10	2	Creator Chose Not To Use Archive Warnings,M/M,Marilyn Manson - Fandom,Johnny Depp - Fandom,	17669723	"""I can't wait to see you! I feel like it's been a year."" He rumbled into the phone.  ""I know babe. I'll be back tomorrow. I've missed you so much!"" Johnny spoke with tired excitement.   ""I'm tired of phone sex. I want to feel your hands on my skin so bad it actually hurts."" Brian tried to joke but he wasn't feeling funny. He missed hugs, cuddles, kisses and of course he missed sex too.  ""I feel the same. Your t-shirt feels nice but it's not you."" Wearing his t-shirt to bed, rehearsals and where ever he could get away with it was only doing him so much good. The bottle of Brian's cologne he'd stolen was running low.  ""You owe me a birthday present. I hope you got something good."" Brian teased though he was mostly serious.  ""I love you Johnny. Good night.""   Tomorrow they'd see each other again and the world would feel right once more. "	Phone Call	170	Teen And Up Audiences	Just a very short one shot of a phone call between the two. 	0	2019-02-05	0
